s,kg,kg,kg,kg,kg
 2.7907101E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 2.7962439E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 2.8025687E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 2.8081024E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 2.8144272E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 2.8207516E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 2.8262857E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8326102E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8381442E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8444687E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8500027E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8563272E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8626520E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8681857E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8745105E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8800443E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8863690E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8926935E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.8982275E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9045520E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9100861E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9164105E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9227350E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9282690E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9345938E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9401276E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9464523E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9527768E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9583109E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9646353E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9701694E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9764938E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9820279E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9883524E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 2.9946768E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0002109E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0065353E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0120694E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0183942E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0247186E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0302527E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0365771E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0421112E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0484357E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0547601E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0602942E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0666187E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.0721527E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.0784772E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.0840112E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.0903357E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.0966605E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1021945E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1085190E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1140530E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1203775E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1267020E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1322360E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1385605E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1440945E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1504190E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1567438E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1622775E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1686023E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1741364E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1804608E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1867853E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1923193E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.1986438E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2041779E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2105023E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2160364E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2223608E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2286856E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2342194E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2405441E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2460779E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2524026E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2587271E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2642612E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2705856E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2761197E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2824442E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2887686E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.2943027E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607886E-006, 5.6859913E-005
 3.3006274E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3061612E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3124860E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3180197E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3243445E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3306689E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3362030E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3425275E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3480615E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3543860E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3607104E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3662445E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3725693E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3781030E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3844278E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3907523E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.3962863E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4026108E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4081448E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4144693E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4200034E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4263278E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4326523E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4381863E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4445108E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4500449E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4563696E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4626941E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4682281E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4745526E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4800867E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4864111E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4927356E+002, 9.5707904E-003, 7.2974416E-003, 2.2108281E-003, 5.6607887E-006, 5.6859913E-005
 3.4982697E+002, 9.5707904E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5045941E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5101282E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5164526E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5227774E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5283112E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5346359E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5401700E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5464944E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5520285E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5583530E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5646774E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5702115E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5765359E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5820700E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5883945E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.5947192E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6002530E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6065778E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6121115E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6184363E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6247607E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6302948E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6366193E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6421533E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6484778E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6540118E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6603363E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6666611E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6721948E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6785196E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6840533E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6903781E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.6967026E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.7022366E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.7085611E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.7140952E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.7204196E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859913E-005
 3.7267441E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7322781E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7386029E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7441367E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7504614E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7567859E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7623199E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7686444E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7741785E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7805029E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7860370E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7923615E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.7986859E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8042200E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8105444E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8160785E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8224033E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8287277E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8342618E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8405862E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8461203E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8524448E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8587692E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8643033E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8706277E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8761618E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8824863E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8880203E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.8943448E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9006696E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9062036E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9125281E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9180621E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9243866E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9307111E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9362451E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9425696E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9481036E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9544281E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9607529E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9662866E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9726114E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9781454E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9844699E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9900040E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 3.9963284E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0026529E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0081870E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0145114E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0200455E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0263699E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0326947E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0382285E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0445532E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0500870E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0564117E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0627362E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0682703E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0745947E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0801288E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0864532E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0927777E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.0983118E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1046365E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1101703E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1164951E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1220288E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1283536E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1346780E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1402121E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1465366E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1520706E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1583951E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1647195E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1702536E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1765784E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
 4.1821121E+002, 9.5707905E-003, 7.2974416E-003, 2.2108282E-003, 5.6607887E-006, 5.6859914E-005
